 Retained Bytes │ Retained % │ Dominator Tree
────────────────┼────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
        1951999 ┊     39.74% ┊ table[0]
            103 ┊      0.00% ┊                   ⤷ server_fn::request::browser::abort_signal::{{closure}}::h43f83fb75acc4277
            280 ┊      0.01% ┊               ⤷ core::result::Result<T,E>::ok::ha125cc9e998d9d57
             99 ┊      0.00% ┊                   ⤷ core::ptr::drop_in_place<core::result::Result<web_sys::features::gen_AbortController::AbortController,wasm_bindgen::JsValue>>::h2220c36b95431732
            104 ┊      0.00% ┊               ⤷ core::option::Option<T>::as_ref::hbb32e4fa5bd44a65
           1887 ┊      0.04% ┊           ⤷ gloo_net::http::request::RequestBuilder::header::h7f979b683467a962
           1713 ┊      0.03% ┊               ⤷ gloo_net::http::headers::Headers::set::h13571a396d4083ef
           1035 ┊      0.02% ┊                   ⤷ wasm_bindgen::UnwrapThrowExt::unwrap_throw::h646f4b4ccce82392
            329 ┊      0.01% ┊                       ⤷ <core::result::Result<T,E> as wasm_bindgen::UnwrapThrowExt<T>>::expect_throw::h5d88c742ad4bfea5
             79 ┊      0.00% ┊                           ⤷ core::ptr::drop_in_place<core::result::Result<(),wasm_bindgen::JsValue>>::h5bd84bd03d0d4824
            557 ┊      0.01% ┊                   ⤷ web_sys::features::gen_Headers::Headers::set::h5721b6e8f60ee5a1
             33 ┊      0.00% ┊                       ⤷ import wbg::__wbg_set_cb0e7a5c2dd66afd
            849 ┊      0.02% ┊           ⤷ gloo_net::http::request::RequestBuilder::abort_signal::ha88d9c62ba77d566
            701 ┊      0.01% ┊               ⤷ web_sys::features::gen_RequestInit::RequestInit::signal::hbe6ff9d05a9d321b
            369 ┊      0.01% ┊                   ⤷ <wasm_bindgen::JsValue as core::convert::From<core::option::Option<T>>>::from::h7c156f635ba4335e
            235 ┊      0.00% ┊                       ⤷ <T as core::convert::Into<U>>::into::h2523b7c6431d8d44
            178 ┊      0.00% ┊                           ⤷ <wasm_bindgen::JsValue as core::convert::From<&T>>::from::hba2c0e42b7647613
            114 ┊      0.00% ┊                               ⤷ web_sys::features::gen_AbortSignal::_::<impl core::convert::AsRef<wasm_bindgen::JsValue> for web_sys::features::gen_AbortSignal::AbortSignal>::as_ref::h3b6caa11d8039ab3
             57 ┊      0.00% ┊                                   ⤷ web_sys::features::gen_EventTarget::_::<impl core::convert::AsRef<wasm_bindgen::JsValue> for web_sys::features::gen_EventTarget::EventTarget>::as_ref::h4679539a1f6b49a4
            838 ┊      0.02% ┊           ⤷ core::result::Result<T,E>::map_err::hfd55bc39ce719a8a
            127 ┊      0.00% ┊               ⤷ <server_fn::request::browser::BrowserRequest as server_fn::request::ClientReq<CustErr>>::try_new_post::{{closure}}::h67dae16d7b22fdcf
            812 ┊      0.02% ┊           ⤷ server_fn::client::get_server_url::h2d9c94f95be6d547
            299 ┊      0.01% ┊               ⤷ std::sync::once_lock::OnceLock<T>::get::h2cf804dbbdedff8e
            219 ┊      0.00% ┊               ⤷ core::option::Option<T>::unwrap_or::h5c458f9a80698f81
            154 ┊      0.00% ┊               ⤷ core::option::Option<&T>::copied::hea448c66d7a2e0d9
            434 ┊      0.01% ┊           ⤷ js_sys::Reflect::set::h97b2cb1a2f668aaa
             68 ┊      0.00% ┊               ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::hda6f11f78f183c31
             33 ┊      0.00% ┊               ⤷ import wbg::__wbg_set_1f9b04f170055d33
            308 ┊      0.01% ┊           ⤷ std::panicking::begin_panic::ha684ddc873bbd2c7
            206 ┊      0.00% ┊               ⤷ std::sys_common::backtrace::__rust_end_short_backtrace::h75211a6aeadfaa37
            175 ┊      0.00% ┊                   ⤷ std::panicking::begin_panic::{{closure}}::hac6cd7f68edd34a7
            305 ┊      0.01% ┊           ⤷ <core::result::Result<T,E> as core::ops::try_trait::Try>::branch::hbbaa28b12206171e
            208 ┊      0.00% ┊           ⤷ send_wrapper::SendWrapper<T>::new::hbd69469e3779218b
            199 ┊      0.00% ┊           ⤷ <wasm_bindgen::JsValue as core::convert::From<&str>>::from::h8f0993f25183a5f7
            133 ┊      0.00% ┊               ⤷ wasm_bindgen::JsValue::from_str::h1ef51b8f0a006875
             38 ┊      0.00% ┊                   ⤷ core::str::<impl str>::len::hdfc4b9a6fc7fb8c6
            160 ┊      0.00% ┊           ⤷ alloc::string::String::with_capacity::h837b852f527fa5c7
            132 ┊      0.00% ┊           ⤷ core::ptr::drop_in_place<core::option::Option<web_sys::features::gen_AbortSignal::AbortSignal>>::h5ec23523c531f5c3
             53 ┊      0.00% ┊               ⤷ core::ptr::drop_in_place<web_sys::features::gen_AbortSignal::AbortSignal>::h1814f2292af957dd
            121 ┊      0.00% ┊           ⤷ <&mut T as core::convert::AsRef<U>>::as_ref::h3536eb5a6b203143
             57 ┊      0.00% ┊               ⤷ web_sys::features::gen_RequestInit::_::<impl core::convert::AsRef<wasm_bindgen::JsValue> for web_sys::features::gen_RequestInit::RequestInit>::as_ref::h343063d37f044000
            104 ┊      0.00% ┊           ⤷ core::option::Option<T>::as_ref::h502748f845b1af6b
             90 ┊      0.00% ┊           ⤷ core::ptr::drop_in_place<core::result::Result<bool,wasm_bindgen::JsValue>>::h83e230cae425c23f
             79 ┊      0.00% ┊           ⤷ core::result::Result<T,E>::is_ok::hafe6a6f67ba78685
             77 ┊      0.00% ┊           ⤷ <wasm_bindgen::JsValue as core::clone::Clone>::clone::hee55bfaaf9db8a54
             71 ┊      0.00% ┊           ⤷ alloc::string::String::push_str::hf276e3e55e7ad2b3
             14 ┊      0.00% ┊           ⤷ wasm_bindgen::JsValue::undefined::h1bb2e2efb9eceb13
          27113 ┊      0.55% ┊       ⤷ <serde_json::error::JsonUnexpected as core::fmt::Display>::fmt::h3190275d33b72320
          24196 ┊      0.49% ┊           ⤷ ryu::buffer::Buffer::format::h6b4e2bcaa193dfff
          23489 ┊      0.48% ┊               ⤷ ryu::buffer::Buffer::format_finite::h555230b96459ce98
          23096 ┊      0.47% ┊                   ⤷ <f64 as ryu::buffer::Sealed>::write_to_ryu_buffer::he1e9441bb7e1126d
          23024 ┊      0.47% ┊                       ⤷ ryu::pretty::format64::h3e8eac6bedded899
          10851 ┊      0.22% ┊                           ⤷ ryu::d2s::d2d::hd39ea8aff9dfbe92
           1401 ┊      0.03% ┊                               ⤷ ryu::d2s_intrinsics::mul_shift_all_64::h6fd1ed462078fa79
            722 ┊      0.01% ┊                                   ⤷ ryu::d2s_intrinsics::mul_shift_64::hde8330f3889b0010
             96 ┊      0.00% ┊                                       ⤷ __lshrti3
              7 ┊      0.00% ┊                                           ⤷ type[46]: (i32, i64, i64, i32) -> nil
              7 ┊      0.00% ┊                                       ⤷ type[59]: (i64, i32, i32) -> i64
             43 ┊      0.00% ┊                                   ⤷ core::ptr::write::h6bf1d5f6e4ff5f23
             10 ┊      0.00% ┊                                   ⤷ type[60]: (i64, i32, i32, i32, i32, i32) -> i64
            451 ┊      0.01% ┊                               ⤷ ryu::d2s_intrinsics::multiple_of_power_of_5::ha331109da1a96bcc
            361 ┊      0.01% ┊                                   ⤷ ryu::d2s_intrinsics::pow5_factor::h80ab40f1bc0b23ac
            448 ┊      0.01% ┊                               ⤷ ryu::d2s_intrinsics::multiple_of_power_of_2::h6fb93b66d93eb1db
            399 ┊      0.01% ┊                               ⤷ ryu::common::pow5bits::h66e0c49dfadade7c
            331 ┊      0.01% ┊                               ⤷ ryu::common::log10_pow2::h1aa8bb9688b1fbb6
            331 ┊      0.01% ┊                               ⤷ ryu::common::log10_pow5::h11b54048934cacda
            159 ┊      0.00% ┊                               ⤷ core::slice::<impl [T]>::get_unchecked::h4df2189b5f6f7a64
             84 ┊      0.00% ┊                                   ⤷ <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked::h56ecb6bf2eb33e6f
             45 ┊      0.00% ┊                               ⤷ ryu::d2s_intrinsics::div100::h3a61b416a375dfbd
             44 ┊      0.00% ┊                               ⤷ ryu::d2s_intrinsics::div5::h00bdd4a3c8229710
             44 ┊      0.00% ┊                               ⤷ ryu::d2s_intrinsics::div10::hf7dd1496b6911052
           2603 ┊      0.05% ┊                           ⤷ ryu::pretty::mantissa::write_mantissa_long::hbbc92771b6ed8763
           1420 ┊      0.03% ┊                               ⤷ ryu::pretty::mantissa::write_mantissa::h93f14de76ba20388
           1745 ┊      0.04% ┊                           ⤷ ryu::pretty::exponent::write_exponent3::h998f5afac4d798b4
           1108 ┊      0.02% ┊                           ⤷ ryu::d2s::decimal_length17::hba78320fd31247ba
            352 ┊      0.01% ┊                           ⤷ core::iter::range::<impl core::iter::traits::iterator::Iterator for core::ops::range::Range<A>>::next::hd6e8d1b0551ff585
            269 ┊      0.01% ┊                               ⤷ <core::ops::range::Range<T> as core::iter::range::RangeIteratorImpl>::spec_next::h199b288182d09d6e
             52 ┊      0.00% ┊                                   ⤷ <isize as core::iter::range::Step>::forward_unchecked::hfa4c8d335d1fcb34
             50 ┊      0.00% ┊                           ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h63049c173abd164a
              5 ┊      0.00% ┊                           ⤷ type[54]: (i64) -> i32
              6 ┊      0.00% ┊                       ⤷ type[67]: (f64, i32) -> i32
            113 ┊      0.00% ┊                   ⤷ core::slice::raw::from_raw_parts::h028623325f2ac35a
            293 ┊      0.01% ┊               ⤷ <f64 as ryu::buffer::Sealed>::format_nonfinite::h6072200c1b189081
            163 ┊      0.00% ┊               ⤷ <f64 as ryu::buffer::Sealed>::is_nonfinite::h0473c5eb6be7f6c4
             38 ┊      0.00% ┊                   ⤷ core::f64::<impl f64>::to_bits::h590c2fc0249bb105
             38 ┊      0.00% ┊               ⤷ core::f64::<impl f64>::to_bits::h18e4991f8ae471a7
              5 ┊      0.00% ┊               ⤷ type[65]: (f64) -> i64
           2153 ┊      0.04% ┊           ⤷ <serde::de::Unexpected as core::fmt::Display>::fmt::h1a72f6a0dfe186d9
            226 ┊      0.00% ┊           ⤷ ryu::buffer::Buffer::new::ha733065fd9767446
          26171 ┊      0.53% ┊       ⤷ <reactive_graph::computed::async_derived::ScopedFuture<Fut> as core::future::future::Future>::poll::hbde2b46d20b43723
          20847 ┊      0.42% ┊           ⤷ ssr_modes_axum::app::__Post::{{closure}}::{{closure}}::hf83de54e2645cf6a
           9490 ┊      0.19% ┊               ⤷ leptos::component::component_view::h7deb99ee71551024
           9433 ┊      0.19% ┊                   ⤷ <Func as leptos::component::ComponentConstructor<P,T>>::construct::h4eec6b5853f77b42
           9129 ┊      0.19% ┊                       ⤷ core::ops::function::impls::<impl core::ops::function::FnOnce<A> for &F>::call_once::h933f66e92db371ff
           8825 ┊      0.18% ┊                           ⤷ core::ops::function::Fn::call::h9810e8d0fd349940
           8523 ┊      0.17% ┊                               ⤷ leptos_meta::meta_tags::Meta::hef5c06d30c6d28e4
           7685 ┊      0.16% ┊                                   ⤷ reactive_graph::graph::subscriber::untrack::hb0382d15558679f7
           7597 ┊      0.15% ┊                                       ⤷ leptos_meta::meta_tags::Meta::{{closure}}::h560fe5617a3fd5eb
           7388 ┊      0.15% ┊                                           ⤷ leptos_meta::meta_tags::__Meta::h55f29979cff6b799
           1046 ┊      0.02% ┊                                               ⤷ tachys::html::element::elements::<impl tachys::html::element::HtmlElement<tachys::html::element::elements::Meta,At,(),Rndr>>::content::h9ccb4108f16c6f86
            336 ┊      0.01% ┊                                                   ⤷ <(A,B,C,D,E) as next_tuple::TupleBuilder>::next_tuple::h9c1387e777bac459
             78 ┊      0.00% ┊                                                   ⤷ tachys::html::attribute::key::content::h2875c4c9a0edd14a
            954 ┊      0.02% ┊                                               ⤷ tachys::html::attribute::global::GlobalAttributes::itemprop::h8ef45312d3a8e8a7
            787 ┊      0.02% ┊                                                   ⤷ <tachys::html::element::HtmlElement<E,At,Ch,Rndr> as tachys::view::add_attr::AddAnyAttr<Rndr>>::add_any_attr::h4e37575003794f26
            271 ┊      0.01% ┊                                                       ⤷ <(A,B,C,D) as tachys::html::attribute::NextAttribute<Rndr>>::add_any_attr::h8b7a3597b8835006
             78 ┊      0.00% ┊                                                   ⤷ tachys::html::attribute::key::itemprop::hf74fdff5fc70ca36
            793 ┊      0.02% ┊                                               ⤷ tachys::html::element::elements::<impl tachys::html::element::HtmlElement<tachys::html::element::elements::Meta,At,(),Rndr>>::http_equiv::h1bcac6b1d9c9226c
            262 ┊      0.01% ┊                                                   ⤷ <(A,B,C) as next_tuple::TupleBuilder>::next_tuple::h38a86be47ef215dd
             78 ┊      0.00% ┊                                                   ⤷ tachys::html::attribute::key::http_equiv::hb74fe99bc0dc1a21
            590 ┊      0.01% ┊                                               ⤷ tachys::html::attribute::custom::CustomAttribute::attr::h0d2f4099151eeff8
            451 ┊      0.01% ┊                                                   ⤷ <tachys::html::element::HtmlElement<E,At,Ch,Rndr> as tachys::view::add_attr::AddAnyAttr<Rndr>>::add_any_attr::h4230607039eb92e7
            166 ┊      0.00% ┊                                                       ⤷ <(A,B) as tachys::html::attribute::NextAttribute<Rndr>>::add_any_attr::hbda06af8ff8bdd9b
            570 ┊      0.01% ┊                                               ⤷ leptos_meta::register::h6ca391867b7eae0a
            377 ┊      0.01% ┊                                               ⤷ tachys::html::element::elements::<impl tachys::html::element::HtmlElement<tachys::html::element::elements::Meta,At,(),Rndr>>::name::he709851166492efd
             92 ┊      0.00% ┊                                                   ⤷ <(A,) as next_tuple::TupleBuilder>::next_tuple::h233d1c3e1d1fba0d
             78 ┊      0.00% ┊                                                   ⤷ tachys::html::attribute::key::name::h10458eb35576063b
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::h42717b86592b04f9
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h828109400e1da111
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::h8c14f92b151986bc
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h9586a2c413155262
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::h9e86c95f156c1834
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h94852d7f34c760fb
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::ha785071fceb36209
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h8c46e97b5d257974
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::he19bc1fb1ef6ef09
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h90ee5c77a99660e1
            350 ┊      0.01% ┊                                               ⤷ core::option::Option<T>::map::hf2d74f31efe76a09
             78 ┊      0.00% ┊                                                   ⤷ leptos_meta::meta_tags::__Meta::{{closure}}::h6ecc48aeec31397d
            311 ┊      0.01% ┊                                               ⤷ tachys::html::element::elements::<impl tachys::html::element::HtmlElement<tachys::html::element::elements::Meta,At,(),Rndr>>::charset::h026d330ce0b49122
             78 ┊      0.00% ┊                                                   ⤷ tachys::html::attribute::key::charset::he8f758f933c09af8
             78 ┊      0.00% ┊                                                   ⤷ <() as next_tuple::TupleBuilder>::next_tuple::h2c474c0343aab43d
             17 ┊      0.00% ┊                                               ⤷ type[23]: (i32, i32, i32, i32, i32, i32, i32, i32, i32, i32, i32, i32, i32, i32) -> nil
              5 ┊      0.00% ┊                                               ⤷ tachys::html::element::elements::meta::h7fa24feb92bb66f4
           2354 ┊      0.05% ┊               ⤷ <leptos_server::resource::Resource<T,Ser> as core::future::into_future::IntoFuture>::into_future::h339229d29903c7ef
           2245 ┊      0.05% ┊                   ⤷ <reactive_graph::computed::async_derived::async_derived::AsyncDerived<T> as core::future::into_future::IntoFuture>::into_future::h0d5481d28a379236
           1506 ┊      0.03% ┊                       ⤷ reactive_graph::owner::arena::StoredValue<T>::get::hda084a2e1aaa4bce
           1451 ┊      0.03% ┊                           ⤷ reactive_graph::owner::arena::StoredValue<T>::with_value::h753c743f1448752f
           1373 ┊      0.03% ┊                               ⤷ reactive_graph::owner::arena::Arena::with::h314de6de0b752329
           1170 ┊      0.02% ┊                                   ⤷ reactive_graph::owner::arena::StoredValue<T>::with_value::{{closure}}::hd84b22002ab50170
            747 ┊      0.02% ┊                                       ⤷ core::option::Option<T>::and_then::heb752b28ff073679
            552 ┊      0.01% ┊                                           ⤷ reactive_graph::owner::arena::StoredValue<T>::with_value::{{closure}}::{{closure}}::h777fb90b99315352
            479 ┊      0.01% ┊                                               ⤷ <dyn core::any::Any+core::marker::Sync+core::marker::Send>::downcast_ref::h4209a8885efc7a4f
            413 ┊      0.01% ┊                                                   ⤷ <dyn core::any::Any>::downcast_ref::h8cf57bb342002672
            315 ┊      0.01% ┊                                       ⤷ core::option::Option<T>::map::h66914f352d122791
             62 ┊      0.00% ┊                                           ⤷ core::ops::function::FnOnce::call_once::h70de4d29922430df
            379 ┊      0.01% ┊                       ⤷ core::option::Option<T>::unwrap_or_else::h9fdc66a3d274f8d2
            136 ┊      0.00% ┊                           ⤷ <reactive_graph::computed::async_derived::async_derived::AsyncDerived<T> as core::future::into_future::IntoFuture>::into_future::{{closure}}::h9bc58b19a58e2b92
            178 ┊      0.00% ┊                       ⤷ reactive_graph::computed::async_derived::future_impls::<impl core::future::into_future::IntoFuture for reactive_graph::computed::async_derived::arc_async_derived::ArcAsyncDerived<T>>::into_future::hcf4bb8f90a5912ae
           1881 ┊      0.04% ┊               ⤷ <reactive_graph::computed::async_derived::future_impls::AsyncDerivedFuture<T> as core::future::future::Future>::poll::h5ba53ec73f313e14
            947 ┊      0.02% ┊                   ⤷ <core::result::Result<T,E> as core::clone::Clone>::clone::hc8e8b3d2dbdc37b1
            596 ┊      0.01% ┊                       ⤷ <core::result::Result<T,E> as core::clone::Clone>::clone::h2ed55b1c6ff7e1df
            245 ┊      0.00% ┊                           ⤷ <ssr_modes_axum::app::Post as core::clone::Clone>::clone::hb7ba4cfa62ebe70f
            145 ┊      0.00% ┊                   ⤷ core::option::Option<T>::expect::he7a9682952c8281d
            116 ┊      0.00% ┊                   ⤷ <core::pin::Pin<P> as core::ops::deref::Deref>::deref::h5b3ad29dbabefd0a
             38 ┊      0.00% ┊                       ⤷ <&mut T as core::ops::deref::Deref>::deref::h62e9cac7e43e8533
           1619 ┊      0.03% ┊               ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::h3855123faca0e423
            248 ┊      0.01% ┊                   ⤷ <T as core::convert::Into<U>>::into::he69eb413bcee7e6d
            148 ┊      0.00% ┊                   ⤷ <() as typed_builder::Optional<T>>::into_value::h55105cfecaf5d0db
             74 ┊      0.00% ┊                       ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::{{closure}}::h4134807f0556f783
            148 ┊      0.00% ┊                   ⤷ <() as typed_builder::Optional<T>>::into_value::hc5199852fb1563bb
             74 ┊      0.00% ┊                       ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::{{closure}}::h928c5b5f4ba5e42d
            148 ┊      0.00% ┊                   ⤷ <() as typed_builder::Optional<T>>::into_value::hdd5ed327662ee9bf
             74 ┊      0.00% ┊                       ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::{{closure}}::hdef60220b11ee2cc
            148 ┊      0.00% ┊                   ⤷ <() as typed_builder::Optional<T>>::into_value::he9f11844d2159020
             74 ┊      0.00% ┊                       ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::{{closure}}::h4ea4afd91a657672
             92 ┊      0.00% ┊                   ⤷ <() as typed_builder::Optional<T>>::into_value::h0bf8e44d5c49f59a
             46 ┊      0.00% ┊                       ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,__content,__attrs)>::build::{{closure}}::h393dbd4a3dbc298c
             50 ┊      0.00% ┊                   ⤷ <(T,) as typed_builder::Optional<T>>::into_value::h38fc8ccb0f8d3f74
             50 ┊      0.00% ┊                   ⤷ <(T,) as typed_builder::Optional<T>>::into_value::hccf424c2aed5f67f
            977 ┊      0.02% ┊               ⤷ <T as core::convert::Into<U>>::into::h31efd1f34bc53a4e
            890 ┊      0.02% ┊                   ⤷ <leptos::text_prop::TextProp as core::convert::From<alloc::string::String>>::from::hbe352091709efa24
            442 ┊      0.01% ┊                       ⤷ alloc::sync::Arc<T>::new::ha2f55ca2dc860742
            219 ┊      0.00% ┊                       ⤷ <alloc::sync::Arc<str> as core::convert::From<alloc::string::String>>::from::hfdc838b022a530b9
            236 ┊      0.00% ┊               ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,__name,__property,__http_equiv,__itemprop,(),__attrs)>::content::hf4d25656e139f984
            207 ┊      0.00% ┊               ⤷ leptos_meta::meta_tags::MetaPropsBuilder<(__charset,(),__property,__http_equiv,__itemprop,__content,__attrs)>::name::h4f3c3a5648ccf0d8
            189 ┊      0.00% ┊               ⤷ leptos_meta::title::TitlePropsBuilder<(__formatter,())>::text::h79dd3f49068e0694
            122 ┊      0.00% ┊               ⤷ <tachys::html::element::HtmlElement<E,At,Ch,Rndr> as tachys::html::element::ElementChild<Rndr,NewChild>>::child::h0cb7e21fb1474157
            122 ┊      0.00% ┊               ⤷ <tachys::html::element::HtmlElement<E,At,Ch,Rndr> as tachys::html::element::ElementChild<Rndr,NewChild>>::child::h13694cb2304a944a
             75 ┊      0.00% ┊               ⤷ leptos::component::component_props_builder::h7c86db1f7fadfe93
             24 ┊      0.00% ┊                   ⤷ <P as leptos::component::PropsOrNoPropsBuilder>::builder_or_not::h3a34225e8613007d
             16 ┊      0.00% ┊                       ⤷ <leptos_meta::meta_tags::MetaProps as leptos::component::Props>::builder::ha27e965bab1d6fac
              8 ┊      0.00% ┊                           ⤷ leptos_meta::meta_tags::MetaProps::builder::h1ffcf33ee273d8bf
           2361 ┊      0.05% ┊           ⤷ reactive_graph::owner::Owner::with::h8cd060a4973b48df
            942 ┊      0.02% ┊               ⤷ std::thread::local::LocalKey<T>::with::h4e14206e2ae15752
            693 ┊      0.01% ┊                   ⤷ std::thread::local::LocalKey<T>::try_with::haa3a5d34419e0790
            278 ┊      0.01% ┊                       ⤷ reactive_graph::owner::Owner::with::{{closure}}::hcb2c08c68c1d0561
            911 ┊      0.02% ┊               ⤷ std::thread::local::LocalKey<T>::with::hadc0825989dd1280
            729 ┊      0.01% ┊                   ⤷ std::thread::local::LocalKey<T>::try_with::hdfeba293393032b4
            256 ┊      0.01% ┊                       ⤷ reactive_graph::owner::Owner::with::{{closure}}::hb84a1886577e7b3f
             53 ┊      0.00% ┊                       ⤷ core::ptr::drop_in_place<reactive_graph::owner::Owner::with<core::task::poll::Poll<core::result::Result<(tachys::html::element::HtmlElement<tachys::html::element::elements::H1,(),(alloc::string::String,),tachys::renderer::dom::Dom>,tachys::html::element::HtmlElement<tachys::html::element::elements::P,(),(alloc::string::String,),tachys::renderer::dom::Dom>,leptos_meta::title::TitleView,leptos_meta::RegisteredMetaTag<tachys::html::element::elements::Meta,(tachys::html::attribute::Attr<tachys::html::attribute::key::Charset,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>,tachys::html::attribute::Attr<tachys::html::attribute::key::Name,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>,tachys::html::attribute::custom::CustomAttr<&str,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>,tachys::html::attribute::Attr<tachys::html::attribute::key::HttpEquiv,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>,tachys::html::attribute::Attr<tachys::html::attribute::key::Itemprop,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>,tachys::html::attribute::Attr<tachys::html::attribute::key::Content,core::option::Option<leptos_meta::meta_tags::__Meta::{{closure}}::{{closure}}>,tachys::renderer::dom::Dom>),()>),ssr_modes_axum::app::PostError>>,<reactive_graph::computed::async_derived::ScopedFuture<ssr_modes_axum::app::__Post::{{closure}}::{{closure}}> as core::future::future::Future>::poll::{{closure}}>::{{closure}}>::h978f8c035308e660
            330 ┊      0.01% ┊               ⤷ <reactive_graph::computed::async_derived::ScopedFuture<Fut> as core::future::future::Future>::poll::{{closure}}::hbd4c14f8c67ba111
            229 ┊      0.00% ┊                   ⤷ reactive_graph::graph::subscriber::AnySubscriber::with_observer::hcbfee96b77e1331a
             78 ┊      0.00% ┊                       ⤷ <reactive_graph::computed::async_derived::ScopedFuture<Fut> as core::future::future::Future>::poll::{{closure}}::{{closure}}::hd783d57bca8f1700
           2147 ┊      0.04% ┊           ⤷ reactive_graph::owner::Owner::with::hf106003a131cdf58
            942 ┊      0.02% ┊               ⤷ std::thread::local::LocalKey<T>::with::h6f346fb4914e504b
            693 ┊      0.01% ┊                   ⤷ std::thread::local::LocalKey<T>::try_with::hfe77f56b026e7f12
